Time (s),Temperature (K),Rate (s-1),Extent
7.920792079207920722e+00,2.943201320132013166e+02,1.056580102104653252e-06,7.769643207705123419e-06
8.100810081008100738e+00,2.943501350135013581e+02,1.060106613764787931e-06,7.959846646427832549e-06
8.280828082808280755e+00,2.943801380138013997e+02,1.063644172813232740e-06,8.150684920732924148e-06
8.460846084608460771e+00,2.944101410141013844e+02,1.067192811518332066e-06,8.342160019349168434e-06
8.640864086408640787e+00,2.944401440144014259e+02,1.070752562235614766e-06,8.534273936814214733e-06
8.820882088208820804e+00,2.944701470147014675e+02,1.074323457407927144e-06,8.727028673490293777e-06
9.000900090009000820e+00,2.945001500150015090e+02,1.077905529565730264e-06,8.920426235579930160e-06
9.180918091809180837e+00,2.945301530153015506e+02,1.081498811327264696e-06,9.114468635141717486e-06
9.360936093609360853e+00,2.945601560156015353e+02,1.085103335398766088e-06,9.309157890106122305e-06
9.540954095409540869e+00,2.945901590159015768e+02,1.088719134574734519e-06,9.504496024291318550e-06
9.720972097209720886e+00,2.946201620162016184e+02,1.092346241738086332e-06,9.700485067419082954e-06
9.900990099009900902e+00,2.946501650165016599e+02,1.095984689860414599e-06,9.897127055130709109e-06
1.008100810081008092e+01,2.946801680168017015e+02,1.099634512002195367e-06,1.009442402900297065e-05
1.026102610261026093e+01,2.947101710171016862e+02,1.103295741312997092e-06,1.029237803656412169e-05
1.044104410441044095e+01,2.947401740174017277e+02,1.106968411031723526e-06,1.049099113130993627e-05
1.062106210621062097e+01,2.947701770177017693e+02,1.110652554486811285e-06,1.069026537271978670e-05
1.080108010801080098e+01,2.948001800180018108e+02,1.114348205096465323e-06,1.089020282627276771e-05
1.098109810981098100e+01,2.948301830183018524e+02,1.118055396368856295e-06,1.109080556346385105e-05
1.116111611161116102e+01,2.948601860186018371e+02,1.121774161902373605e-06,1.129207566182008075e-05
1.134113411341134103e+01,2.948901890189018786e+02,1.125504535385839707e-06,1.149401520491681753e-05
1.152115211521152105e+01,2.949201920192019202e+02,1.129246550598708307e-06,1.169662628239401707e-05
1.170117011701170107e+01,2.949501950195019617e+02,1.133000241411319962e-06,1.189991098997254220e-05
1.188118811881188108e+01,2.949801980198020033e+02,1.136765641785099643e-06,1.210387142947052921e-05
1.206120612061206110e+01,2.950102010201019880e+02,1.140542785772791368e-06,1.230850970881978140e-05
1.224122412241224112e+01,2.950402040204020295e+02,1.144331707518696218e-06,1.251382794208220992e-05
1.242124212421242113e+01,2.950702070207020711e+02,1.148132441258858680e-06,1.271982824946631371e-05
1.260126012601260115e+01,2.951002100210021126e+02,1.151945021321364174e-06,1.292651275734369657e-05
1.278127812781278116e+01,2.951302130213021542e+02,1.155769482126467372e-06,1.313388359826563350e-05
1.296129612961296118e+01,2.951602160216021389e+02,1.159605858186883581e-06,1.334194291097966911e-05
1.314131413141314120e+01,2.951902190219021804e+02,1.163454184108015960e-06,1.355069284044625506e-05
1.332133213321332121e+01,2.952202220222022220e+02,1.167314494588175958e-06,1.376013553785543830e-05
1.350135013501350123e+01,2.952502250225022635e+02,1.171186824418767756e-06,1.397027316064358827e-05
1.368136813681368125e+01,2.952802280228023051e+02,1.175071208484575837e-06,1.418110787251015293e-05
1.386138613861386126e+01,2.953102310231022898e+02,1.178967681763968483e-06,1.439264184343446894e-05
1.404140414041404128e+01,2.953402340234023313e+02,1.182876279329145108e-06,1.460487724969260918e-05
1.422142214221422130e+01,2.953702370237023729e+02,1.186797036346322610e-06,1.481781627387427425e-05
1.440144014401440131e+01,2.954002400240024144e+02,1.190729988076008957e-06,1.503146110489971451e-05
1.458145814581458133e+01,2.954302430243024560e+02,1.194675169873216218e-06,1.524581393803670972e-05
1.476147614761476135e+01,2.954602460246024407e+02,1.198632617187685664e-06,1.546087697491757573e-05
1.494149414941494136e+01,2.954902490249024822e+02,1.202602365564167709e-06,1.567665242355622374e-05
1.512151215121512138e+01,2.955202520252025238e+02,1.206584450642571202e-06,1.589314249836525515e-05
1.530153015301530139e+01,2.955502550255025653e+02,1.210578908158265182e-06,1.611034942017310035e-05
1.548154815481548141e+01,2.955802580258026069e+02,1.214585773942276235e-06,1.632827541624119495e-05
1.566156615661566143e+01,2.956102610261025916e+02,1.218605083921531595e-06,1.654692272028120833e-05
1.584158415841584144e+01,2.956402640264026331e+02,1.222636874119129769e-06,1.676629357247230289e-05
1.602160216021601968e+01,2.956702670267026747e+02,1.226681180654505285e-06,1.698639021947844391e-05
1.620162016201620148e+01,2.957002700270027162e+02,1.230738039743706523e-06,1.720721491446575702e-05
1.638163816381638327e+01,2.957302730273027578e+02,1.234807487699650664e-06,1.742876991711989236e-05
1.656165616561656151e+01,2.957602760276027425e+02,1.238889560932307291e-06,1.765105749366348021e-05
1.674167416741673975e+01,2.957902790279027840e+02,1.242984295948989131e-06,1.787407991687361378e-05
1.692169216921692154e+01,2.958202820282028256e+02,1.247091729354561061e-06,1.809783946609935568e-05
1.710171017101710333e+01,2.958502850285028671e+02,1.251211897851671556e-06,1.832233842727929520e-05
1.728172817281728157e+01,2.958802880288028518e+02,1.255344838240990075e-06,1.854757909295916323e-05
1.746174617461745981e+01,2.959102910291028934e+02,1.259490587421518769e-06,1.877356376230947425e-05
1.764176417641764161e+01,2.959402940294029349e+02,1.263649182390697295e-06,1.900029474114323273e-05
1.782178217821782340e+01,2.959702970297029765e+02,1.267820660244776579e-06,1.922777434193363946e-05
1.800180018001800164e+01,2.960003000300030180e+02,1.272005058178962801e-06,1.945600488383188606e-05
1.818181818181817988e+01,2.960303030303030027e+02,1.276202413487701796e-06,1.968498869268498332e-05
1.836183618361836167e+01,2.960603060306030443e+02,1.280412763564949885e-06,1.991472810105360985e-05
1.854185418541854347e+01,2.960903090309030858e+02,1.284636145904351124e-06,2.014522544823002179e-05
1.872187218721872171e+01,2.961203120312031274e+02,1.288872598099517452e-06,2.037648308025600649e-05
1.890189018901889995e+01,2.961503150315031689e+02,1.293122157844271584e-06,2.060850334994088705e-05
1.908190819081908174e+01,2.961803180318031536e+02,1.297384862932874015e-06,2.084128861687955058e-05
1.926192619261926353e+01,2.962103210321031952e+02,1.301660751260302113e-06,2.107484124747053064e-05
1.944194419441944177e+01,2.962403240324032367e+02,1.305949860822468237e-06,2.130916361493413036e-05
1.962196219621962001e+01,2.962703270327032783e+02,1.310252229716440169e-06,2.154425809933061334e-05
1.980198019801980180e+01,2.963003300330033198e+02,1.314567896140747325e-06,2.178012708757840127e-05
1.998199819981998360e+01,2.963303330333033045e+02,1.318896898395584882e-06,2.201677297347232585e-05
2.016201620162016184e+01,2.963603360336033461e+02,1.323239274883095847e-06,2.225419815770195175e-05
2.034203420342034008e+01,2.963903390339033876e+02,1.327595064107565235e-06,2.249240504786992337e-05
2.052205220522052187e+01,2.964203420342034292e+02,1.331964304675702342e-06,2.273139605851035223e-05
2.070207020702070366e+01,2.964503450345034707e+02,1.336347035296902270e-06,2.297117361110724164e-05
2.088208820882088190e+01,2.964803480348034554e+02,1.340743294783474412e-06,2.321174013411298249e-05
2.106210621062106014e+01,2.965103510351034970e+02,1.345153122050892539e-06,2.345309806296688973e-05
2.124212421242124194e+01,2.965403540354035385e+02,1.349576556118065215e-06,2.369524984011376595e-05
2.142214221422142373e+01,2.965703570357035801e+02,1.354013636107547979e-06,2.393819791502251238e-05
2.160216021602160197e+01,2.966003600360036216e+02,1.358464401245842346e-06,2.418194474420478734e-05
2.178217821782178021e+01,2.966303630363036063e+02,1.362928890863591051e-06,2.442649279123373921e-05
2.196219621962196200e+01,2.966603660366036479e+02,1.367407144395916649e-06,2.467184452676273940e-05
2.214221422142214379e+01,2.966903690369036894e+02,1.371899201382578216e-06,2.491800242854418651e-05
2.232223222322232203e+01,2.967203720372037310e+02,1.376405101468265057e-06,2.516496898144833757e-05
2.250225022502250027e+01,2.967503750375037725e+02,1.380924884402916674e-06,2.541274667748222733e-05
2.268226822682268207e+01,2.967803780378037573e+02,1.385458590041833303e-06,2.566133801580858760e-05
2.286228622862286386e+01,2.968103810381037988e+02,1.390006258346077409e-06,2.591074550276481405e-05
2.304230423042304210e+01,2.968403840384038403e+02,1.394567929382641395e-06,2.616097165188201762e-05
2.322232223222322034e+01,2.968703870387038819e+02,1.399143643324723316e-06,2.641201898390409296e-05
2.340234023402340213e+01,2.969003900390039234e+02,1.403733440451994325e-06,2.666389002680683427e-05
2.358235823582358393e+01,2.969303930393039082e+02,1.408337361150855753e-06,2.691658731581709517e-05
2.376237623762376217e+01,2.969603960396039497e+02,1.412955445914708036e-06,2.717011339343200957e-05
2.394239423942394041e+01,2.969903990399039913e+02,1.417587735344159511e-06,2.742447080943825660e-05
2.412241224122412220e+01,2.970204020402040328e+02,1.422234270147363750e-06,2.767966212093135603e-05
2.430243024302430399e+01,2.970504050405040743e+02,1.426895091140202725e-06,2.793568989233502462e-05
2.448244824482448223e+01,2.970804080408040591e+02,1.431570239246574805e-06,2.819255669542056647e-05
2.466246624662466047e+01,2.971104110411041006e+02,1.436259755498705612e-06,2.845026510932633778e-05
2.484248424842484226e+01,2.971404140414041422e+02,1.440963681037351949e-06,2.870881772057723200e-05
2.502250225022502406e+01,2.971704170417041837e+02,1.445682057112040657e-06,2.896821712310420905e-05
2.520252025202520230e+01,2.972004200420042253e+02,1.450414925081424590e-06,2.922846591826388889e-05
2.538253825382538054e+01,2.972304230423042100e+02,1.455162326413432740e-06,2.948956671485820262e-05
2.556255625562556233e+01,2.972604260426042515e+02,1.459924302685646755e-06,2.975152212915405391e-05
2.574257425742574412e+01,2.972904290429042931e+02,1.464700895585494052e-06,3.001433478490304798e-05
2.592259225922592236e+01,2.973204320432043346e+02,1.469492146910491770e-06,3.027800731336128179e-05
2.610261026102610060e+01,2.973504350435043762e+02,1.474298098568605484e-06,3.054254235330916111e-05
2.628262826282628239e+01,2.973804380438043609e+02,1.479118792578421579e-06,3.080794255107128897e-05
2.646264626462646419e+01,2.974104410441044024e+02,1.483954271069476321e-06,3.107421056053635388e-05
2.664266426642664243e+01,2.974404440444044440e+02,1.488804576282493872e-06,3.134134904317712329e-05
2.682268226822682067e+01,2.974704470447044855e+02,1.493669750569629393e-06,3.160936066807045722e-05
2.700270027002700246e+01,2.975004500450045271e+02,1.498549836394825214e-06,3.187824811191737959e-05
2.718271827182718425e+01,2.975304530453045118e+02,1.503444876333940225e-06,3.214801405906316304e-05
2.736273627362736249e+01,2.975604560456045533e+02,1.508354913075211084e-06,3.241866120151751544e-05
2.754275427542754073e+01,2.975904590459045949e+02,1.513279989419332258e-06,3.269019223897479348e-05
2.772277227722772253e+01,2.976204620462046364e+02,1.518220148279820675e-06,3.296260987883426369e-05
2.790279027902790432e+01,2.976504650465046780e+02,1.523175432683287619e-06,3.323591683622037024e-05
2.808280828082808256e+01,2.976804680468046627e+02,1.528145885769689877e-06,3.351011583400313829e-05
2.826282628262826080e+01,2.977104710471047042e+02,1.533131550792623868e-06,3.378520960281856375e-05
2.844284428442844259e+01,2.977404740474047458e+02,1.538132471119565569e-06,3.406120088108906404e-05
2.862286228622862438e+01,2.977704770477047873e+02,1.543148690232166129e-06,3.433809241504398309e-05
2.880288028802880262e+01,2.978004800480048289e+02,1.548180251726536893e-06,3.461588695874013693e-05
2.898289828982898086e+01,2.978304830483048136e+02,1.553227199313492713e-06,3.489458727408244746e-05
2.916291629162916266e+01,2.978604860486048551e+02,1.558289576818869588e-06,3.517419613084455581e-05
2.934293429342934445e+01,2.978904890489048967e+02,1.563367428183746583e-06,3.545471630668953737e-05
2.952295229522952269e+01,2.979204920492049382e+02,1.568460797464789302e-06,3.573615058719065753e-05
2.970297029702970093e+01,2.979504950495049229e+02,1.573569728834436450e-06,3.601850176585218155e-05
2.988298829882988272e+01,2.979804980498049645e+02,1.578694266581313180e-06,3.630177264413021157e-05
3.006300630063006452e+01,2.980105010501050060e+02,1.583834455110354340e-06,3.658596603145358462e-05
3.024302430243024276e+01,2.980405040504050476e+02,1.588990338943190508e-06,3.687108474524482482e-05
3.042304230423042100e+01,2.980705070507050891e+02,1.594161962718377536e-06,3.715713161094116336e-05
3.060306030603060279e+01,2.981005100510050738e+02,1.599349371191717364e-06,3.744410946201557879e-05
3.078307830783078458e+01,2.981305130513051154e+02,1.604552609236519332e-06,3.773202113999789151e-05
3.096309630963096282e+01,2.981605160516051569e+02,1.609771721843834383e-06,3.802086949449591253e-05
3.114311431143114106e+01,2.981905190519051985e+02,1.615006754122828603e-06,3.831065738321667348e-05
3.132313231323132285e+01,2.982205220522052400e+02,1.620257751300997101e-06,3.860138767198766340e-05
3.150315031503150465e+01,2.982505250525052247e+02,1.625524758724471688e-06,3.889306323477812659e-05
3.168316831683168289e+01,2.982805280528052663e+02,1.630807821858302734e-06,3.918568695372042133e-05
3.186318631863186113e+01,2.983105310531053078e+02,1.636106986286733599e-06,3.947926171913145326e-05
3.204320432043203937e+01,2.983405340534053494e+02,1.641422297713519760e-06,3.977379042953410186e-05
3.222322232223222471e+01,2.983705370537053909e+02,1.646753801962145224e-06,4.006927599167875551e-05
3.240324032403240295e+01,2.984005400540053756e+02,1.652101544976201362e-06,4.036572132056482601e-05
3.258325832583258119e+01,2.984305430543054172e+02,1.657465572819616247e-06,4.066312933946242595e-05
3.276327632763276654e+01,2.984605460546054587e+02,1.662845931676930574e-06,4.096150297993401203e-05
3.294329432943294478e+01,2.984905490549055003e+02,1.668242667853620165e-06,4.126084518185604882e-05
3.312331233123312302e+01,2.985205520552055418e+02,1.673655827776373799e-06,4.156115889344085538e-05
3.330333033303330126e+01,2.985505550555055265e+02,1.679085457993358333e-06,4.186244707125838423e-05
3.348334833483347950e+01,2.985805580558055681e+02,1.684531605174580170e-06,4.216471268025808833e-05
3.366336633663366484e+01,2.986105610561056096e+02,1.689994316112081564e-06,4.246795869379087614e-05
3.384338433843384308e+01,2.986405640564056512e+02,1.695473637720302299e-06,4.277218809363103288e-05
3.402340234023402132e+01,2.986705670567056927e+02,1.700969617036336341e-06,4.307740386999831791e-05
3.420342034203420667e+01,2.987005700570056774e+02,1.706482301220235502e-06,4.338360902158002824e-05
3.438343834383438491e+01,2.987305730573057190e+02,1.712011737555303144e-06,4.369080655555306205e-05
3.456345634563456315e+01,2.987605760576057605e+02,1.717557973448389584e-06,4.399899948760621935e-05
3.474347434743474139e+01,2.987905790579058021e+02,1.723121056430183476e-06,4.430819084196236041e-05
3.492349234923491963e+01,2.988205820582058436e+02,1.728701034155520338e-06,4.461838365140073350e-05
3.510351035103510497e+01,2.988505850585058283e+02,1.734297954403631583e-06,4.492958095727932303e-05
3.528352835283528321e+01,2.988805880588058699e+02,1.739911865078521869e-06,4.524178580955720444e-05
3.546354635463546146e+01,2.989105910591059114e+02,1.745542814209159476e-06,4.555500126681706174e-05
3.564356435643564680e+01,2.989405940594059530e+02,1.751190849949895790e-06,4.586923039628766434e-05
3.582358235823582504e+01,2.989705970597059945e+02,1.756856020580664152e-06,4.618447627386639817e-05
3.600360036003600328e+01,2.990006000600059792e+02,1.762538374507304056e-06,4.650074198414193901e-05
3.618361836183618152e+01,2.990306030603060208e+02,1.768237960261921985e-06,4.681803062041687847e-05
3.636363636363635976e+01,2.990606060606060623e+02,1.773954826503093005e-06,4.713634528473045158e-05
3.654365436543654511e+01,2.990906090609061039e+02,1.779689022016248920e-06,4.745568908788133210e-05
3.672367236723672335e+01,2.991206120612061454e+02,1.785440595713902522e-06,4.777606514945040761e-05
3.690369036903690159e+01,2.991506150615061301e+02,1.791209596636002074e-06,4.809747659782374419e-05
3.708370837083708693e+01,2.991806180618061717e+02,1.796996073950245771e-06,4.841992657021547668e-05
3.726372637263726517e+01,2.992106210621062132e+02,1.802800076952347288e-06,4.874341821269076669e-05
3.744374437443744341e+01,2.992406240624062548e+02,1.808621655066339223e-06,4.906795468018893669e-05
3.762376237623762165e+01,2.992706270627062963e+02,1.814460857844891590e-06,4.939353913654650937e-05
3.780378037803779989e+01,2.993006300630062810e+02,1.820317734969627754e-06,4.972017475452038244e-05
3.798379837983798524e+01,2.993306330633063226e+02,1.826192336251407558e-06,5.004786471581105085e-05
3.816381638163816348e+01,2.993606360636063641e+02,1.832084711630682648e-06,5.037661221108582913e-05
3.834383438343834172e+01,2.993906390639064057e+02,1.837994911177702096e-06,5.070642044000224296e-05
3.852385238523852706e+01,2.994206420642064472e+02,1.843922985092936335e-06,5.103729261123135990e-05
3.870387038703870530e+01,2.994506450645064319e+02,1.849868983707294213e-06,5.136923194248120816e-05
3.888388838883888354e+01,2.994806480648064735e+02,1.855832957482537831e-06,5.170224166052032406e-05
3.906390639063906178e+01,2.995106510651065150e+02,1.861814957011473116e-06,5.203632500120124540e-05
3.924392439243924002e+01,2.995406540654065566e+02,1.867815033018299446e-06,5.237148520948413350e-05
3.942394239423942537e+01,2.995706570657065981e+02,1.873833236359002663e-06,5.270772553946043588e-05
3.960396039603960361e+01,2.996006600660065828e+02,1.879869618021505215e-06,5.304504925437654222e-05
3.978397839783978185e+01,2.996306630663066244e+02,1.885924229126177129e-06,5.338345962665763683e-05
3.996399639963996719e+01,2.996606660666066659e+02,1.891997120925994401e-06,5.372295993793148327e-05
4.014401440144014543e+01,2.996906690669067075e+02,1.898088344806900049e-06,5.406355347905227011e-05
4.032403240324032367e+01,2.997206720672066922e+02,1.904197952288107987e-06,5.440524355012461914e-05
4.050405040504050191e+01,2.997506750675067337e+02,1.910325995022473595e-06,5.474803346052751243e-05
4.068406840684068015e+01,2.997806780678067753e+02,1.916472524796751859e-06,5.509192652893839546e-05
4.086408640864086550e+01,2.998106810681068168e+02,1.922637593531916700e-06,5.543692608335725998e-05
4.104410441044104374e+01,2.998406840684068584e+02,1.928821253283517149e-06,5.578303546113078104e-05
4.122412241224122198e+01,2.998706870687068431e+02,1.935023556241928711e-06,5.613025800897659636e-05
4.140414041404140733e+01,2.999006900690068846e+02,1.941244554732779413e-06,5.647859708300755858e-05
4.158415841584158557e+01,2.999306930693069262e+02,1.947484301217133194e-06,5.682805604875602813e-05
4.176417641764176381e+01,2.999606960696069677e+02,1.953742848291946030e-06,5.717863828119835594e-05
4.194419441944194205e+01,2.999906990699070093e+02,1.960020248690263716e-06,5.753034716477925758e-05
4.212421242124212029e+01,3.000207020702069940e+02,1.966316555281597524e-06,5.788318609343637050e-05
4.230423042304230563e+01,3.000507050705070355e+02,1.972631821072327393e-06,5.823715847062478407e-05
4.248424842484248387e+01,3.000807080708070771e+02,1.978966099205863287e-06,5.859226770934167130e-05
4.266426642664266211e+01,3.001107110711071186e+02,1.985319442963086500e-06,5.894851723215100190e-05
4.284428442844284746e+01,3.001407140714071602e+02,1.991691905762624093e-06,5.930591047120827562e-05
4.302430243024302570e+01,3.001707170717071449e+02,1.998083541161181360e-06,5.966445086828524883e-05
4.320432043204320394e+01,3.002007200720071864e+02,2.004494402853917054e-06,6.002414187479491184e-05
4.338433843384338218e+01,3.002307230723072280e+02,2.010924544674662777e-06,6.038498695181631715e-05
4.356435643564356042e+01,3.002607260726072695e+02,2.017374020596366824e-06,6.074698957011958380e-05
4.374437443744374576e+01,3.002907290729073111e+02,2.023842884731307629e-06,6.111015321019094251e-05
4.392439243924392400e+01,3.003207320732072958e+02,2.030331191331549900e-06,6.147448136225778072e-05
4.410441044104410224e+01,3.003507350735073373e+02,2.036838994789157644e-06,6.183997752631385705e-05
4.428442844284428759e+01,3.003807380738073789e+02,2.043366349636582956e-06,6.220664521214450224e-05
4.446444644464446583e+01,3.004107410741074204e+02,2.049913310546995937e-06,6.257448793935180655e-05
4.464446444644464407e+01,3.004407440744074620e+02,2.056479932334582852e-06,6.294350923738007135e-05
4.482448244824482231e+01,3.004707470747074467e+02,2.063066269954898493e-06,6.331371264554111174e-05
4.500450045004500055e+01,3.005007500750074882e+02,2.069672378505236333e-06,6.368510171303973526e-05
4.518451845184518589e+01,3.005307530753075298e+02,2.076298313224892381e-06,6.405767999899928842e-05
4.536453645364536413e+01,3.005607560756075713e+02,2.082944129495509918e-06,6.443145107248710837e-05
4.554455445544554237e+01,3.005907590759076129e+02,2.089609882841474642e-06,6.480641851254029977e-05
4.572457245724572772e+01,3.006207620762075976e+02,2.096295628930176821e-06,6.518258590819133553e-05
4.590459045904590596e+01,3.006507650765076392e+02,2.103001423572418723e-06,6.555995685849379305e-05
4.608460846084608420e+01,3.006807680768076807e+02,2.109727322722678458e-06,6.593853497254822602e-05
4.626462646264626244e+01,3.007107710771077222e+02,2.116473382479482678e-06,6.631832386952800904e-05
4.644464446444644068e+01,3.007407740774077638e+02,2.123239659085745390e-06,6.669932717870523658e-05
4.662466246624662602e+01,3.007707770777077485e+02,2.130026208929100836e-06,6.708154853947675728e-05
4.680468046804680426e+01,3.008007800780077901e+02,2.136833088542275769e-06,6.746499160139018134e-05
4.698469846984698250e+01,3.008307830783078316e+02,2.143660354603350760e-06,6.784966002417006396e-05
4.716471647164716785e+01,3.008607860786078732e+02,2.150508063936188372e-06,6.823555747774403461e-05
4.734473447344734609e+01,3.008907890789079147e+02,2.157376273510718190e-06,6.862268764226899409e-05
4.752475247524752433e+01,3.009207920792078994e+02,2.164265040443273091e-06,6.901105420815751483e-05
4.770477047704770257e+01,3.009507950795079410e+02,2.171174421997013182e-06,6.940066087610409214e-05
4.788478847884788081e+01,3.009807980798079825e+02,2.178104475582158739e-06,6.979151135711165294e-05
4.806480648064806616e+01,3.010108010801080241e+02,2.185055258756414567e-06,7.018360937251799680e-05
4.824482448244824440e+01,3.010408040804080656e+02,2.192026829225265190e-06,7.057695865402230460e-05
4.842484248424842264e+01,3.010708070807080503e+02,2.199019244842355596e-06,7.097156294371182350e-05
4.860486048604860798e+01,3.011008100810080919e+02,2.206032563609848258e-06,7.136742599408849768e-05
4.878487848784878622e+01,3.011308130813081334e+02,2.213066843678711129e-06,7.176455156809566675e-05
4.896489648964896446e+01,3.011608160816081750e+02,2.220122143349120401e-06,7.216294343914494047e-05
4.914491449144914270e+01,3.011908190819082165e+02,2.227198521070776452e-06,7.256260539114297854e-05
4.932493249324932094e+01,3.012208220822082012e+02,2.234296035443260870e-06,7.296354121851844653e-05
4.950495049504950629e+01,3.012508250825082428e+02,2.241414745216449805e-06,7.336575472624901257e-05
4.968496849684968453e+01,3.012808280828082843e+02,2.248554709290748172e-06,7.376924972988833039e-05
4.986498649864986277e+01,3.013108310831083259e+02,2.255715986717509780e-06,7.417403005559322572e-05
5.004500450045004811e+01,3.013408340834083674e+02,2.262898636699405371e-06,7.458009954015084198e-05
5.022502250225022635e+01,3.013708370837083521e+02,2.270102718590705946e-06,7.498746203100581311e-05
5.040504050405040459e+01,3.014008400840083937e+02,2.277328291897755840e-06,7.539612138628766676e-05
5.058505850585058283e+01,3.014308430843084352e+02,2.284575416279180664e-06,7.580608147483811911e-05
5.076507650765076107e+01,3.014608460846084768e+02,2.291844151546349787e-06,7.621734617623850518e-05
5.094509450945094642e+01,3.014908490849085183e+02,2.299134557663691853e-06,7.662991938083731753e-05
5.112511251125112466e+01,3.015208520852085030e+02,2.306446694749039105e-06,7.704380498977767726e-05
5.130513051305130290e+01,3.015508550855085446e+02,2.313780623074048355e-06,7.745900691502502185e-05
5.148514851485148824e+01,3.015808580858085861e+02,2.321136403064480932e-06,7.787552907939480646e-05
5.166516651665166648e+01,3.016108610861086277e+02,2.328514095300586386e-06,7.829337541658012403e-05
5.184518451845184472e+01,3.016408640864086692e+02,2.335913760517489159e-06,7.871254987117969125e-05
5.202520252025202296e+01,3.016708670867086539e+02,2.343335459605497753e-06,7.913305639872559053e-05
