Time (s),Temperature (K),Rate (s-1),Extent
3.780378037803780344e+00,2.946801680168017015e+02,1.099639320025027852e-06,3.774874649796279477e-06
3.960396039603960361e+00,2.947601760176017365e+02,1.109428334677141425e-06,3.972829522888093339e-06
4.140414041404140377e+00,2.948401840184018283e+02,1.119299106159971658e-06,4.172546594837174017e-06
4.320432043204320394e+00,2.949201920192019202e+02,1.129252270884163490e-06,4.374040583344819815e-06
4.500450045004500410e+00,2.950002000200020120e+02,1.139288469839273528e-06,4.577326320677702556e-06
4.680468046804680426e+00,2.950802080208021039e+02,1.149408348623813464e-06,4.782418754492153458e-06
4.860486048604860443e+00,2.951602160216021389e+02,1.159612557475576816e-06,4.989332948663857318e-06
5.040504050405040459e+00,2.952402240224022307e+02,1.169901751302130842e-06,5.198084084123006668e-06
5.220522052205220476e+00,2.953202320232023226e+02,1.180276589711436571e-06,5.408687459694947250e-06
5.400540054005400492e+00,2.954002400240024144e+02,1.190737737042726331e-06,5.621158492946330890e-06
5.580558055805580508e+00,2.954802480248025063e+02,1.201285862397461108e-06,5.835512721036830850e-06
5.760576057605760525e+00,2.955602560256025413e+02,1.211921639670636038e-06,6.051765801576428103e-06
5.940594059405940541e+00,2.956402640264026331e+02,1.222645747582066626e-06,6.269933513488333778e-06
6.120612061206120558e+00,2.957202720272027250e+02,1.233458869708015897e-06,6.490031757877544360e-06
6.300630063006300574e+00,2.958002800280028168e+02,1.244361694512935053e-06,6.712076558905089812e-06
6.480648064806480591e+00,2.958802880288028518e+02,1.255354915381401906e-06,6.936084064667994078e-06
6.660666066606660607e+00,2.959602960296029437e+02,1.266439230650301356e-06,7.162070548084987790e-06
6.840684068406840623e+00,2.960403040304030355e+02,1.277615343641077014e-06,7.390052407788012141e-06
7.020702070207020640e+00,2.961203120312031274e+02,1.288883962692271673e-06,7.620046169019529163e-06
7.200720072007200656e+00,2.962003200320032192e+02,1.300245801192257501e-06,7.852068484535690092e-06
7.380738073807380673e+00,2.962803280328032542e+02,1.311701577612089913e-06,8.086136135515393998e-06
7.560756075607560689e+00,2.963603360336033461e+02,1.323252015538639895e-06,8.322266032475265476e-06
7.740774077407740705e+00,2.964403440344034379e+02,1.334897843707813586e-06,8.560475216190592914e-06
7.920792079207920722e+00,2.965203520352035298e+02,1.346639796038085243e-06,8.800780858622242578e-06
8.100810081008100738e+00,2.966003600360036216e+02,1.358478611664123610e-06,9.043200263849621355e-06
8.280828082808280755e+00,2.966803680368036567e+02,1.370415034970691232e-06,9.287750869009678845e-06
8.460846084608460771e+00,2.967603760376037485e+02,1.382449815626711907e-06,9.534450245242026724e-06
8.640864086408640787e+00,2.968403840384038403e+02,1.394583708619539104e-06,9.783316098640175377e-06
8.820882088208820804e+00,2.969203920392039322e+02,1.406817474289353961e-06,1.003436627120894879e-05
9.000900090009000820e+00,2.970004000400040240e+02,1.419151878363930706e-06,1.028761874182809465e-05
9.180918091809180837e+00,2.970804080408040591e+02,1.431587691993426828e-06,1.054309162722214214e-05
9.360936093609360853e+00,2.971604160416041509e+02,1.444125691785508062e-06,1.080080318293653119e-05
9.540954095409540869e+00,2.972404240424042428e+02,1.456766659840602741e-06,1.106077180432006055e-05
9.720972097209720886e+00,2.973204320432043346e+02,1.469511383787332764e-06,1.132301602751368870e-05
9.900990099009900902e+00,2.974004400440044265e+02,1.482360656818294381e-06,1.158755453044570095e-05
1.008100810081008092e+01,2.974804480448044615e+02,1.495315277725869905e-06,1.185440613383333268e-05
1.026102610261026093e+01,2.975604560456045533e+02,1.508376050938351757e-06,1.212358980219082500e-05
1.044104410441044095e+01,2.976404640464046452e+02,1.521543786556308344e-06,1.239512464484399396e-05
1.062106210621062097e+01,2.977204720472047370e+02,1.534819300388987417e-06,1.266902991695134066e-05
1.080108010801080098e+01,2.978004800480048289e+02,1.548203413991160738e-06,1.294532502053171570e-05
1.098109810981098100e+01,2.978804880488048639e+02,1.561696954699990757e-06,1.322402950549862090e-05
1.116111611161116102e+01,2.979604960496049557e+02,1.575300755672249039e-06,1.350516307070113996e-05
1.134113411341134103e+01,2.980405040504050476e+02,1.589015655921655159e-06,1.378874556497157253e-05
1.152115211521152105e+01,2.981205120512051394e+02,1.602842500356435211e-06,1.407479698817979205e-05
1.170117011701170107e+01,2.982005200520051744e+02,1.616782139817183962e-06,1.436333749229436113e-05
1.188118811881188108e+01,2.982805280528052663e+02,1.630835431114878850e-06,1.465438738245046907e-05
1.206120612061206110e+01,2.983605360536053581e+02,1.645003237069044318e-06,1.494796711802470479e-05
1.224122412241224112e+01,2.984405440544054500e+02,1.659286426546353439e-06,1.524409731371670271e-05
1.242124212421242113e+01,2.985205520552055418e+02,1.673685874499175325e-06,1.554279874063773932e-05
1.260126012601260115e+01,2.986005600560055768e+02,1.688202462004526994e-06,1.584409232740626862e-05
1.278127812781278116e+01,2.986805680568056687e+02,1.702837076303254366e-06,1.614799916125046769e-05
1.296129612961296118e+01,2.987605760576057605e+02,1.717590610839290331e-06,1.645454048911783963e-05
1.314131413141314120e+01,2.988405840584058524e+02,1.732463965299321300e-06,1.676373771879187917e-05
1.332133213321332121e+01,2.989205920592059442e+02,1.747458045652534655e-06,1.707561242001587868e-05
1.350135013501350123e+01,2.990006000600059792e+02,1.762573764190666887e-06,1.739018632562389674e-05
1.368136813681368125e+01,2.990806080608060711e+02,1.777812039568281069e-06,1.770748133267892308e-05
1.386138613861386126e+01,2.991606160616061629e+02,1.793173796843237037e-06,1.802751950361830769e-05
1.404140414041404128e+01,2.992406240624062548e+02,1.808659967517419906e-06,1.835032306740646762e-05
1.422142214221422130e+01,2.993206320632063466e+02,1.824271489577721433e-06,1.867591442069493251e-05
1.440144014401440131e+01,2.994006400640063816e+02,1.840009307537173629e-06,1.900431612898975244e-05
1.458145814581458133e+01,2.994806480648064735e+02,1.855874372476462265e-06,1.933555092782632593e-05
1.476147614761476135e+01,2.995606560656065653e+02,1.871867642085492480e-06,1.966964172395170202e-05
1.494149414941494136e+01,2.996406640664066572e+02,1.887990080705337444e-06,2.000661159651434651e-05
1.512151215121512138e+01,2.997206720672066922e+02,1.904242659370367453e-06,2.034648379826148058e-05
1.530153015301530139e+01,2.998006800680067840e+02,1.920626355850643716e-06,2.068928175674399536e-05
1.548154815481548141e+01,2.998806880688068759e+02,1.937142154694481333e-06,2.103502907552898976e-05
1.566156615661566143e+01,2.999606960696069677e+02,1.953791047271384764e-06,2.138374953541998576e-05
1.584158415841584144e+01,3.000407040704070596e+02,1.970574031815049573e-06,2.173546709568486199e-05
1.602160216021601968e+01,3.001207120712070946e+02,1.987492113466831733e-06,2.209020589529152900e-05
1.620162016201620148e+01,3.002007200720071864e+02,2.004546304319238538e-06,2.244799025415144828e-05
1.638163816381638327e+01,3.002807280728072783e+02,2.021737623459804904e-06,2.280884467437093702e-05
1.656165616561656151e+01,3.003607360736073701e+02,2.039067097015176777e-06,2.317279384151041134e-05
1.674167416741673975e+01,3.004407440744074620e+02,2.056535758195444417e-06,2.353986262585157471e-05
1.692169216921692154e+01,3.005207520752074970e+02,2.074144647338754348e-06,2.391007608367254136e-05
1.710171017101710333e+01,3.006007600760075889e+02,2.091894811956113170e-06,2.428345945853100643e-05
1.728172817281728157e+01,3.006807680768076807e+02,2.109787306776480201e-06,2.466003818255550710e-05
1.746174617461745981e+01,3.007607760776077725e+02,2.127823193792139223e-06,2.503983787774478805e-05
1.764176417641764161e+01,3.008407840784078644e+02,2.146003542304265044e-06,2.542288435727532895e-05
1.782178217821782340e+01,3.009207920792078994e+02,2.164329428968810234e-06,2.580920362681705431e-05
1.800180018001800164e+01,3.010008000800079913e+02,2.182801937842629458e-06,2.619882188585734078e-05
1.818181818181817988e+01,3.010808080808080831e+02,2.201422160429799475e-06,2.659176552903332893e-05
1.836183618361836167e+01,3.011608160816081750e+02,2.220191195728303781e-06,2.698806114747253913e-05
1.854185418541854347e+01,3.012408240824082668e+02,2.239110150276901905e-06,2.738773553014190373e-05
1.872187218721872171e+01,3.013208320832083018e+02,2.258180138202319735e-06,2.779081566520524914e-05
1.890189018901889995e+01,3.014008400840083937e+02,2.277402281266668961e-06,2.819732874138928212e-05
1.908190819081908174e+01,3.014808480848084855e+02,2.296777708915093528e-06,2.860730214935808377e-05
1.926192619261926353e+01,3.015608560856085774e+02,2.316307558323757859e-06,2.902076348309617871e-05
1.944194419441944177e+01,3.016408640864086692e+02,2.335992974448096401e-06,2.943774054130027129e-05
1.962196219621962001e+01,3.017208720872087042e+02,2.355835110071238065e-06,2.985826132877967220e-05
1.980198019801980180e+01,3.018008800880087961e+02,2.375835125852899520e-06,3.028235405786540896e-05
1.998199819981998360e+01,3.018808880888088879e+02,2.395994190378273806e-06,3.071004714982813197e-05
2.016201620162016184e+01,3.019608960896089798e+02,2.416313480207410245e-06,3.114136923630486697e-05
2.034203420342034008e+01,3.020409040904090148e+02,2.436794179924797629e-06,3.157634916073463760e-05
2.052205220522052187e+01,3.021209120912091066e+02,2.457437482189311638e-06,3.201501597980300898e-05
2.070207020702070366e+01,3.022009200920091985e+02,2.478244587784165637e-06,3.245739896489559625e-05
2.088208820882088190e+01,3.022809280928092903e+02,2.499216705667479823e-06,3.290352760356060580e-05
2.106210621062106014e+01,3.023609360936093822e+02,2.520355053022943951e-06,3.335343160098049075e-05
2.124212421242124194e+01,3.024409440944094172e+02,2.541660855310758747e-06,3.380714088145267285e-05
2.142214221422142373e+01,3.025209520952095090e+02,2.563135346318972881e-06,3.426468558987945997e-05
2.160216021602160197e+01,3.026009600960096009e+02,2.584779768214989767e-06,3.472609609326720627e-05
2.178217821782178021e+01,3.026809680968096927e+02,2.606595371597356855e-06,3.519140298223479658e-05
2.196219621962196200e+01,3.027609760976097846e+02,2.628583415547973774e-06,3.566063707253135329e-05
2.214221422142214379e+01,3.028409840984098196e+02,2.650745167684426266e-06,3.613382940656339603e-05
2.232223222322232203e+01,3.029209920992099114e+02,2.673081904212755065e-06,3.661101125493142726e-05
2.250225022502250027e+01,3.030010001000100033e+02,2.695594909980388682e-06,3.709221411797602487e-05
2.268226822682268207e+01,3.030810081008100951e+02,2.718285478529459892e-06,3.757746972733343513e-05
2.286228622862286386e+01,3.031610161016101870e+02,2.741154912150337796e-06,3.806681004750076084e-05
2.304230423042304210e+01,3.032410241024102220e+02,2.764204521935560097e-06,3.856026727741080560e-05
2.322232223222322034e+01,3.033210321032103138e+02,2.787435627833984348e-06,3.905787385201666247e-05
2.340234023402340213e+01,3.034010401040104057e+02,2.810849558705248352e-06,3.955966244388597219e-05
2.358235823582358393e+01,3.034810481048104975e+02,2.834447652374508821e-06,4.006566596480501391e-05
2.376237623762376217e+01,3.035610561056105325e+02,2.858231255687537905e-06,4.057591756739268240e-05
2.394239423942394041e+01,3.036410641064106244e+02,2.882201724566153878e-06,4.109045064672436540e-05
2.412241224122412220e+01,3.037210721072107162e+02,2.906360424063768706e-06,4.160929884196580244e-05
2.430243024302430399e+01,3.038010801080108081e+02,2.930708728421478996e-06,4.213249603801689114e-05
2.448244824482448223e+01,3.038810881088108999e+02,2.955248021124309831e-06,4.266007636716566480e-05
2.466246624662466047e+01,3.039610961096109349e+02,2.979979694957763111e-06,4.319207421075239357e-05
2.484248424842484226e+01,3.040411041104110268e+02,3.004905152064879622e-06,4.372852420084380275e-05
2.502250225022502406e+01,3.041211121112111186e+02,3.030025804003245626e-06,4.426946122191759088e-05
2.520252025202520230e+01,3.042011201120112105e+02,3.055343071802724506e-06,4.481492041255723426e-05
2.538253825382538054e+01,3.042811281128113023e+02,3.080858386023143947e-06,4.536493716715717946e-05
2.556255625562556233e+01,3.043611361136113374e+02,3.106573186812514628e-06,4.591954713763839679e-05
2.574257425742574412e+01,3.044411441144114292e+02,3.132488923965583491e-06,4.647878623517440975e-05
2.592259225922592236e+01,3.045211521152115210e+02,3.158607056982492044e-06,4.704269063192788205e-05
2.610261026102610060e+01,3.046011601160116129e+02,3.184929055128026739e-06,4.761129676279780940e-05
2.628262826282628239e+01,3.046811681168117047e+02,3.211456397490951088e-06,4.818464132717729579e-05
2.646264626462646419e+01,3.047611761176117398e+02,3.238190573043800260e-06,4.876276129072202957e-05
2.664266426642664243e+01,3.048411841184118316e+02,3.265133080703054728e-06,4.934569388712954733e-05
2.682268226822682067e+01,3.049211921192119235e+02,3.292285429389403271e-06,4.993347661992937359e-05
2.700270027002700246e+01,3.050012001200120153e+02,3.319649138088593823e-06,5.052614726428390779e-05
2.718271827182718425e+01,3.050812081208121072e+02,3.347225735912506242e-06,5.112374386880030901e-05
2.736273627362736249e+01,3.051612161216121422e+02,3.375016762160464366e-06,5.172630475735341259e-05
2.754275427542754073e+01,3.052412241224122340e+02,3.403023766381100760e-06,5.233386853091964448e-05
2.772277227722772253e+01,3.053212321232123259e+02,3.431248308434289224e-06,5.294647406942209621e-05
2.790279027902790432e+01,3.054012401240124177e+02,3.459691958553646504e-06,5.356416053358669256e-05
2.808280828082808256e+01,3.054812481248125096e+02,3.488356297409277953e-06,5.418696736680966202e-05
2.826282628262826080e+01,3.055612561256125446e+02,3.517242916170762482e-06,5.481493429703635076e-05
2.844284428442844259e+01,3.056412641264126364e+02,3.546353416570705011e-06,5.544810133865125804e-05
2.862286228622862438e+01,3.057212721272127283e+02,3.575689410968408787e-06,5.608650879437956422e-05
2.880288028802880262e+01,3.058012801280128201e+02,3.605252522413968675e-06,5.673019725720015126e-05
2.898289828982898086e+01,3.058812881288128551e+02,3.635044384712833274e-06,5.737920761227016322e-05
2.916291629162916266e+01,3.059612961296129470e+02,3.665066642490553391e-06,5.803358103886114064e-05
2.934293429342934445e+01,3.060413041304130388e+02,3.695320951257834169e-06,5.869335901230678972e-05
2.952295229522952269e+01,3.061213121312131307e+02,3.725808977476174213e-06,5.935858330596255577e-05
2.970297029702970093e+01,3.062013201320132225e+02,3.756532398623620753e-06,6.002929599317698064e-05
2.988298829882988272e+01,3.062813281328132575e+02,3.787492903261074545e-06,6.070553944927485070e-05
3.006300630063006452e+01,3.063613361336133494e+02,3.818692191098745100e-06,6.138735635355228480e-05
3.024302430243024276e+01,3.064413441344134412e+02,3.850131973063119661e-06,6.207478969128382956e-05
3.042304230423042100e+01,3.065213521352135331e+02,3.881813971364218881e-06,6.276788275574162336e-05
3.060306030603060279e+01,3.066013601360136249e+02,3.913739919563231139e-06,6.346667915022663551e-05
3.078307830783078458e+01,3.066813681368136599e+02,3.945911562640538176e-06,6.417122279011200792e-05
3.096309630963096282e+01,3.067613761376137518e+02,3.978330657064083360e-06,6.488155790489877014e-05
3.114311431143114106e+01,3.068413841384138436e+02,4.010998970858009309e-06,6.559772904028383304e-05
3.132313231323132285e+01,3.069213921392139355e+02,4.043918283671842693e-06,6.631978106024027464e-05
3.150315031503150465e+01,3.070014001400140273e+02,4.077090386849881478e-06,6.704775914911009424e-05
3.168316831683168289e+01,3.070814081408140623e+02,4.110517083501136135e-06,6.778170881370952975e-05
3.186318631863186113e+01,3.071614161416141542e+02,4.144200188569437704e-06,6.852167588544689754e-05
3.204320432043203937e+01,3.072414241424142460e+02,4.178141528903972772e-06,6.926770652245309041e-05
3.222322232223222471e+01,3.073214321432143379e+02,4.212342943330366481e-06,7.001984721172476063e-05
3.240324032403240295e+01,3.074014401440143729e+02,4.246806282721870556e-06,7.077814477128017469e-05
3.258325832583258119e+01,3.074814481448144647e+02,4.281533410071279801e-06,7.154264635232821391e-05
3.276327632763276654e+01,3.075614561456145566e+02,4.316526200562740156e-06,7.231339944144997900e-05
3.294329432943294478e+01,3.076414641464146484e+02,4.351786541644399564e-06,7.309045186279340494e-05
3.312331233123312302e+01,3.077214721472147403e+02,4.387316333101235863e-06,7.387385178028114388e-05
3.330333033303330126e+01,3.078014801480147753e+02,4.423117487128257372e-06,7.466364769983130931e-05
3.348334833483347950e+01,3.078814881488148671e+02,4.459191928404198995e-06,7.545988847159156953e-05
3.366336633663366484e+01,3.079614961496149590e+02,4.495541594165452949e-06,7.626262329218641415e-05
3.384338433843384308e+01,3.080415041504150508e+02,4.532168434280522113e-06,7.707190170697766137e-05
3.402340234023402132e+01,3.081215121512151427e+02,4.569074411324822356e-06,7.788777361233868051e-05
3.420342034203420667e+01,3.082015201520151777e+02,4.606261500655805039e-06,7.871028925794173331e-05
3.438343834383438491e+01,3.082815281528152696e+02,4.643731690488722421e-06,7.953949924905888132e-05
3.456345634563456315e+01,3.083615361536153614e+02,4.681486981972439650e-06,8.037545454887682532e-05
3.474347434743474139e+01,3.084415441544154532e+02,4.719529389265875248e-06,8.121820648082505331e-05
3.492349234923491963e+01,3.085215521552155451e+02,4.757860939614827845e-06,8.206780673091790691e-05
3.510351035103510497e+01,3.086015601560155801e+02,4.796483673429097689e-06,8.292430735011052558e-05
3.528352835283528321e+01,3.086815681568156720e+02,4.835399644360232405e-06,8.378776075666841117e-05
3.546354635463546146e+01,3.087615761576157638e+02,4.874610919379382878e-06,8.465821973855143935e-05
3.564356435643564680e+01,3.088415841584158557e+02,4.914119578855743587e-06,8.553573745581147789e-05
3.582358235823582504e+01,3.089215921592159475e+02,4.953927716635466428e-06,8.642036744300422152e-05
3.600360036003600328e+01,3.090016001600159825e+02,4.994037440120772745e-06,8.731216361161546014e-05
3.618361836183618152e+01,3.090816081608160744e+02,5.034450870349777715e-06,8.821118025250127915e-05
3.636363636363635976e+01,3.091616161616161662e+02,5.075170142076404518e-06,8.911747203834281513e-05
3.654365436543654511e+01,3.092416241624162581e+02,5.116197403850956652e-06,9.003109402611537721e-05
3.672367236723672335e+01,3.093216321632163499e+02,5.157534818100967228e-06,9.095210165957187990e-05
3.690369036903690159e+01,3.094016401640163849e+02,5.199184561212586133e-06,9.188055077174126504e-05
3.708370837083708693e+01,3.094816481648164768e+02,5.241148823612345809e-06,9.281649758744112675e-05
3.726372637263726517e+01,3.095616561656165686e+02,5.283429809849330231e-06,9.375999872580517648e-05
3.744374437443744341e+01,3.096416641664166605e+02,5.326029738677713182e-06,9.471111120282575126e-05
3.762376237623762165e+01,3.097216721672167523e+02,5.368950843139900466e-06,9.566989243391083681e-05
3.780378037803779989e+01,3.098016801680167873e+02,5.412195370649933857e-06,9.663640023645626940e-05
3.798379837983798524e+01,3.098816881688168792e+02,5.455765583077432061e-06,9.761069283243288617e-05
3.816381638163816348e+01,3.099616961696169710e+02,5.499663756832007715e-06,9.859282885098866460e-05
3.834383438343834172e+01,3.100417041704170629e+02,5.543892182947825839e-06,9.958286733106642020e-05
3.852385238523852706e+01,3.101217121712170979e+02,5.588453167168979676e-06,1.005808677240363578e-04
3.870387038703870530e+01,3.102017201720171897e+02,5.633349030035254468e-06,1.015868898963439914e-04
3.888388838883888354e+01,3.102817281728172816e+02,5.678582106967983568e-06,1.026009941321739071e-04
3.906390639063906178e+01,3.103617361736173734e+02,5.724154748356701601e-06,1.036232411361285281e-04
3.924392439243924002e+01,3.104417441744174653e+02,5.770069319646299072e-06,1.046536920359227100e-04
3.942394239423942537e+01,3.105217521752175003e+02,5.816328201424147330e-06,1.056924083850939883e-04
3.960396039603960361e+01,3.106017601760175921e+02,5.862933789508368718e-06,1.067394521657283850e-04
3.978397839783978185e+01,3.106817681768176840e+02,5.909888495035824659e-06,1.077948857912024231e-04
3.996399639963996719e+01,3.107617761776177758e+02,5.957194744551129504e-06,1.088587721089406737e-04
4.014401440144014543e+01,3.108417841784178677e+02,6.004854980095967615e-06,1.099311744031892932e-04
4.032403240324032367e+01,3.109217921792179027e+02,6.052871659298588324e-06,1.110121563978060154e-04
4.050405040504050191e+01,3.110018001800179945e+02,6.101247255464230937e-06,1.121017822590658760e-04
4.068406840684068015e+01,3.110818081808180864e+02,6.149984257665630201e-06,1.132001165984833645e-04
4.086408640864086550e+01,3.111618161816181782e+02,6.199085170834083362e-06,1.143072244756509326e-04
4.104410441044104374e+01,3.112418241824182132e+02,6.248552515851226180e-06,1.154231714010936044e-04
4.122412241224122198e+01,3.113218321832183051e+02,6.298388829640944479e-06,1.165480233391406206e-04
4.140414041404140733e+01,3.114018401840183969e+02,6.348596665261851504e-06,1.176818467108131980e-04
4.158415841584158557e+01,3.114818481848184888e+02,6.399178592000403955e-06,1.188247083967289172e-04
4.176417641764176381e+01,3.115618561856185806e+02,6.450137195464216210e-06,1.199766757400233085e-04
4.194419441944194205e+01,3.116418641864186156e+02,6.501475077676283430e-06,1.211378165492877826e-04
4.212421242124212029e+01,3.117218721872187075e+02,6.553194857169145361e-06,1.223081991015247181e-04
4.230423042304230563e+01,3.118018801880187993e+02,6.605299169079845505e-06,1.234878921451195582e-04
4.248424842484248387e+01,3.118818881888188912e+02,6.657790665245439165e-06,1.246769649028296983e-04
4.266426642664266211e+01,3.119618961896189830e+02,6.710672014298718335e-06,1.258754870747910736e-04
4.284428442844284746e+01,3.120419041904190181e+02,6.763945901764758210e-06,1.270835288415415518e-04
4.302430243024302570e+01,3.121219121912191099e+02,6.817615030157671215e-06,1.283011608670617406e-04
4.320432043204320394e+01,3.122019201920192017e+02,6.871682119077957350e-06,1.295284543018335763e-04
4.338433843384338218e+01,3.122819281928192936e+02,6.926149905310322098e-06,1.307654807859160156e-04
4.356435643564356042e+01,3.123619361936193854e+02,6.981021142922108428e-06,1.320123124520384812e-04
4.374437443744374576e+01,3.124419441944194205e+02,7.036298603362106575e-06,1.332690219287121700e-04
4.392439243924392400e+01,3.125219521952195123e+02,7.091985075559919478e-06,1.345356823433587889e-04
4.410441044104410224e+01,3.126019601960196042e+02,7.148083366025728012e-06,1.358123673254577773e-04
4.428442844284428759e+01,3.126819681968196960e+02,7.204596298950680489e-06,1.370991510097108765e-04
4.446444644464446583e+01,3.127619761976197879e+02,7.261526716307825947e-06,1.383961080392249402e-04
4.464446444644464407e+01,3.128419841984198229e+02,7.318877477953335438e-06,1.397033135687132861e-04
4.482448244824482231e+01,3.129219921992199147e+02,7.376651461728681303e-06,1.410208432677147725e-04
4.500450045004500055e+01,3.130020002000200066e+02,7.434851563562678387e-06,1.423487733238315252e-04
4.518451845184518589e+01,3.130820082008200984e+02,7.493480697574577266e-06,1.436871804459850669e-04
4.536453645364536413e+01,3.131620162016201903e+02,7.552541796177452239e-06,1.450361418676906350e-04
4.554455445544554237e+01,3.132420242024202253e+02,7.612037810182141588e-06,1.463957353503508255e-04
4.572457245724572772e+01,3.133220322032203171e+02,7.671971708901983208e-06,1.477660391865672613e-04
4.590459045904590596e+01,3.134020402040204090e+02,7.732346480257384203e-06,1.491471322034712880e-04
4.608460846084608420e+01,3.134820482048205008e+02,7.793165130881594133e-06,1.505390937660738609e-04
4.626462646264626244e+01,3.135620562056205927e+02,7.854430686226777252e-06,1.519420037806339986e-04
4.644464446444644068e+01,3.136420642064206277e+02,7.916146190670453212e-06,1.533559426980465347e-04
4.662466246624662602e+01,3.137220722072207195e+02,7.978314707623002479e-06,1.547809915172491696e-04
4.680468046804680426e+01,3.138020802080208114e+02,8.040939319634765188e-06,1.562172317886484406e-04
4.698469846984698250e+01,3.138820882088209032e+02,8.104023128504691745e-06,1.576647456175655874e-04
4.716471647164716785e+01,3.139620962096209382e+02,8.167569255388864690e-06,1.591236156677014999e-04
4.734473447344734609e+01,3.140421042104210301e+02,8.231580840909918418e-06,1.605939251646211811e-04
4.752475247524752433e+01,3.141221122112211219e+02,8.296061045266814644e-06,1.620757578992584034e-04
4.770477047704770257e+01,3.142021202120212138e+02,8.361013048345224347e-06,1.635691982314396373e-04
4.788478847884788081e+01,3.142821282128213056e+02,8.426440049828367120e-06,1.650743310934279552e-04
4.806480648064806616e+01,3.143621362136213406e+02,8.492345269308638250e-06,1.665912419934871026e-04
4.824482448244824440e+01,3.144421442144214325e+02,8.558731946399657621e-06,1.681200170194652470e-04
4.842484248424842264e+01,3.145221522152215243e+02,8.625603340848821767e-06,1.696607428423994618e-04
4.860486048604860798e+01,3.146021602160216162e+02,8.692962732650379371e-06,1.712135067201400794e-04
4.878487848784878622e+01,3.146821682168217080e+02,8.760813422159272504e-06,1.727783965009952090e-04
4.896489648964896446e+01,3.147621762176217430e+02,8.829158730205257367e-06,1.743555006273965057e-04
4.914491449144914270e+01,3.148421842184218349e+02,8.898001998208060115e-06,1.759449081395846450e-04
4.932493249324932094e+01,3.149221922192219267e+02,8.967346588292602141e-06,1.775467086793160469e-04
4.950495049504950629e+01,3.150022002200220186e+02,9.037195883404869096e-06,1.791609924935902009e-04
4.968496849684968453e+01,3.150822082208220536e+02,9.107553287428647279e-06,1.807878504383975354e-04
4.986498649864986277e+01,3.151622162216221454e+02,9.178422225302802122e-06,1.824273739824890811e-04
5.004500450045004811e+01,3.152422242224222373e+02,9.249806143138626139e-06,1.840796552111665155e-04
5.022502250225022635e+01,3.153222322232223291e+02,9.321708508338552284e-06,1.857447868300933513e-04
5.040504050405040459e+01,3.154022402240224210e+02,9.394132809714697904e-06,1.874228621691281869e-04
5.058505850585058283e+01,3.154822482248224560e+02,9.467082557608536949e-06,1.891139751861785302e-04
5.076507650765076107e+01,3.155622562256225478e+02,9.540561284011048201e-06,1.908182204710765504e-04
5.094509450945094642e+01,3.156422642264226397e+02,9.614572542683004120e-06,1.925356932494764323e-04
5.112511251125112466e+01,3.157222722272227315e+02,9.689119909276716581e-06,1.942664893867730898e-04
5.130513051305130290e+01,3.158022802280228234e+02,9.764206981457452275e-06,1.960107053920434031e-04
5.148514851485148824e+01,3.158822882288228584e+02,9.839837379026094934e-06,1.977684384220087881e-04
5.166516651665166648e+01,3.159622962296229502e+02,9.916014744042256490e-06,1.995397862850197749e-04
5.184518451845184472e+01,3.160423042304230421e+02,9.992742740947666057e-06,2.013248474450633546e-04
5.202520252025202296e+01,3.161223122312231339e+02,1.007002505669061601e-05,2.031237210257919826e-04
