Time (s),Temperature (K),Rate (s-1),Extent
5.760576057605760525e+00,2.934800480048004943e+02,9.621929073375340257e-07,5.392111882141693490e-06
5.940594059405940541e+00,2.934950495049504866e+02,9.638065453610123372e-07,5.565323926666901725e-06
6.120612061206120558e+00,2.935100510051005358e+02,9.654227239561621869e-07,5.738826455084726108e-06
6.300630063006300574e+00,2.935250525052505282e+02,9.670414468534913751e-07,5.912619924743801445e-06
6.480648064806480591e+00,2.935400540054005205e+02,9.686627177885670297e-07,6.086704793664321605e-06
6.660666066606660607e+00,2.935550555055505697e+02,9.702865405020386883e-07,6.261081520538950925e-06
6.840684068406840623e+00,2.935700570057005621e+02,9.719129187396126750e-07,6.435750564733737309e-06
7.020702070207020640e+00,2.935850585058506113e+02,9.735418562521200752e-07,6.610712386289022796e-06
7.200720072007200656e+00,2.936000600060006036e+02,9.751733567954178440e-07,6.785967445920367662e-06
7.380738073807380673e+00,2.936150615061505960e+02,9.768074241305289908e-07,6.961516205019452523e-06
7.560756075607560689e+00,2.936300630063006452e+02,9.784440620235498285e-07,7.137359125655010906e-06
7.740774077407740705e+00,2.936450645064506375e+02,9.800832742456715733e-07,7.313496670573741512e-06
7.920792079207920722e+00,2.936600660066006867e+02,9.817250645732406959e-07,7.489929303201225548e-06
8.100810081008100738e+00,2.936750675067506791e+02,9.833694367876706177e-07,7.666657487642852538e-06
8.280828082808280755e+00,2.936900690069006714e+02,9.850163946755700370e-07,7.843681688684737654e-06
8.460846084608460771e+00,2.937050705070507206e+02,9.866659420286262497e-07,8.021002371794651764e-06
8.640864086408640787e+00,2.937200720072007130e+02,9.883180826437010760e-07,8.198620003122937072e-06
8.820882088208820804e+00,2.937350735073507622e+02,9.899728203227891442e-07,8.376535049503440548e-06
9.000900090009000820e+00,2.937500750075007545e+02,9.916301588730513479e-07,8.554747978454437193e-06
9.180918091809180837e+00,2.937650765076507469e+02,9.932901021067873184e-07,8.733259258179558392e-06
9.360936093609360853e+00,2.937800780078007961e+02,9.949526538415101742e-07,8.912069357568718560e-06
9.540954095409540869e+00,2.937950795079507884e+02,9.966178178998427604e-07,9.091178746199053663e-06
9.720972097209720886e+00,2.938100810081008376e+02,9.982855981096419504e-07,9.270587894335839395e-06
9.900990099009900902e+00,2.938250825082508300e+02,9.999559983039143662e-07,9.450297272933434777e-06
1.008100810081008092e+01,2.938400840084008223e+02,1.001629022320892611e-06,9.630307353636208809e-06
1.026102610261026093e+01,2.938550855085508715e+02,1.003304674003986566e-06,9.810618608779484066e-06
1.044104410441044095e+01,2.938700870087008639e+02,1.004982957201801811e-06,9.991231511390463350e-06
1.062106210621062097e+01,2.938850885088509131e+02,1.006663875768197861e-06,1.017214653518916820e-05
1.080108010801080098e+01,2.939000900090009054e+02,1.008347433562200919e-06,1.035336415458938420e-05
1.098109810981098100e+01,2.939150915091508978e+02,1.010033634448103404e-06,1.053488484469959098e-05
1.116111611161116102e+01,2.939300930093009470e+02,1.011722482295405930e-06,1.071670908132391264e-05
1.134113411341134103e+01,2.939450945094509393e+02,1.013413980978860078e-06,1.089883734096304944e-05
1.152115211521152105e+01,2.939600960096009885e+02,1.015108134378445317e-06,1.108127010081522989e-05
1.170117011701170107e+01,2.939750975097509809e+02,1.016804946379419615e-06,1.126400783877714586e-05
1.188118811881188108e+01,2.939900990099009732e+02,1.018504420872260144e-06,1.144705103344490807e-05
1.206120612061206110e+01,2.940051005100510224e+02,1.020206561752757089e-06,1.163040016411498115e-05
1.224122412241224112e+01,2.940201020102010148e+02,1.021911372921918995e-06,1.181405571078514423e-05
1.242124212421242113e+01,2.940351035103510071e+02,1.023618858286072292e-06,1.199801815415542604e-05
1.260126012601260115e+01,2.940501050105010563e+02,1.025329021756811953e-06,1.218228797562906715e-05
1.278127812781278116e+01,2.940651065106510487e+02,1.027041867251012298e-06,1.236686565731346186e-05
1.296129612961296118e+01,2.940801080108010979e+02,1.028757398690865529e-06,1.255175168202111537e-05
1.314131413141314120e+01,2.940951095109510902e+02,1.030475620003842982e-06,1.273694653327059579e-05
1.332133213321332121e+01,2.941101110111010826e+02,1.032196535122745949e-06,1.292245069528748968e-05
1.350135013501350123e+01,2.941251125112511318e+02,1.033920147985690004e-06,1.310826465300535571e-05
1.368136813681368125e+01,2.941401140114011241e+02,1.035646462536104586e-06,1.329438889206668529e-05
1.386138613861386126e+01,2.941551155115511733e+02,1.037375482722746332e-06,1.348082389882385965e-05
1.404140414041404128e+01,2.941701170117011657e+02,1.039107212499713906e-06,1.366757016034010531e-05
1.422142214221422130e+01,2.941851185118511580e+02,1.040841655826453504e-06,1.385462816439045802e-05
1.440144014401440131e+01,2.942001200120012072e+02,1.042578816667766897e-06,1.404199839946272668e-05
1.458145814581458133e+01,2.942151215121511996e+02,1.044318698993772471e-06,1.422968135475845386e-05
1.476147614761476135e+01,2.942301230123012488e+02,1.046061306780007717e-06,1.441767752019387634e-05
1.494149414941494136e+01,2.942451245124512411e+02,1.047806644007334153e-06,1.460598738640089920e-05
1.512151215121512138e+01,2.942601260126012335e+02,1.049554714662008260e-06,1.479461144472805128e-05
1.530153015301530139e+01,2.942751275127512827e+02,1.051305522735674707e-06,1.498355018724146435e-05
1.548154815481548141e+01,2.942901290129012750e+02,1.053059072225335860e-06,1.517280410672583364e-05
1.566156615661566143e+01,2.943051305130513242e+02,1.054815367133439447e-06,1.536237369668538852e-05
1.584158415841584144e+01,2.943201320132013166e+02,1.056574411467788984e-06,1.555225945134487510e-05
1.602160216021601968e+01,2.943351335133513089e+02,1.058336209241624882e-06,1.574246186565050488e-05
1.620162016201620148e+01,2.943501350135013581e+02,1.060100764473594162e-06,1.593298143527096272e-05
1.638163816381638327e+01,2.943651365136513505e+02,1.061868081187763797e-06,1.612381865659834367e-05
1.656165616561656151e+01,2.943801380138013997e+02,1.063638163413634690e-06,1.631497402674915583e-05
1.674167416741673975e+01,2.943951395139513920e+02,1.065411015186135528e-06,1.650644804356528940e-05
1.692169216921692154e+01,2.944101410141013844e+02,1.067186640545641634e-06,1.669824120561499921e-05
1.710171017101710333e+01,2.944251425142514336e+02,1.068965043537998258e-06,1.689035401219387371e-05
1.728172817281728157e+01,2.944401440144014259e+02,1.070746228214460224e-06,1.708278696332582433e-05
1.746174617461745981e+01,2.944551455145514751e+02,1.072530198631787012e-06,1.727554055976406806e-05
1.764176417641764161e+01,2.944701470147014675e+02,1.074316958852183679e-06,1.746861530299211333e-05
1.782178217821782340e+01,2.944851485148514598e+02,1.076106512943343630e-06,1.766201169522473247e-05
1.800180018001800164e+01,2.945001500150015090e+02,1.077898864978449043e-06,1.785573023940895099e-05
1.818181818181817988e+01,2.945151515151515014e+02,1.079694019036139530e-06,1.804977143922505053e-05
1.836183618361836167e+01,2.945301530153015506e+02,1.081491979200601500e-06,1.824413579908754456e-05
1.854185418541854347e+01,2.945451545154515429e+02,1.083292749561462698e-06,1.843882382414616103e-05
1.872187218721872171e+01,2.945601560156015353e+02,1.085096334213910585e-06,1.863383602028683501e-05
1.890189018901889995e+01,2.945751575157515845e+02,1.086902737258632405e-06,1.882917289413272181e-05
1.908190819081908174e+01,2.945901590159015768e+02,1.088711962801837423e-06,1.902483495304516930e-05
1.926192619261926353e+01,2.946051605160516260e+02,1.090524014955262849e-06,1.922082270512471072e-05
1.944194419441944177e+01,2.946201620162016184e+02,1.092338897836188247e-06,1.941713665921206410e-05
1.962196219621962001e+01,2.946351635163516107e+02,1.094156615567426843e-06,1.961377732488914536e-05
1.980198019801980180e+01,2.946501650165016599e+02,1.095977172277372542e-06,1.981074521248004408e-05
1.998199819981998360e+01,2.946651665166516523e+02,1.097800572099934913e-06,2.000804083305202975e-05
2.016201620162016184e+01,2.946801680168017015e+02,1.099626819174609498e-06,2.020566469841655132e-05
2.034203420342034008e+01,2.946951695169516938e+02,1.101455917646461081e-06,2.040361732113025019e-05
2.052205220522052187e+01,2.947101710171016862e+02,1.103287871666137449e-06,2.060189921449595300e-05
2.070207020702070366e+01,2.947251725172517354e+02,1.105122685389869821e-06,2.080051089256366767e-05
2.088208820882088190e+01,2.947401740174017277e+02,1.106960362979455481e-06,2.099945287013159991e-05
2.106210621062106014e+01,2.947551755175517769e+02,1.108800908602343116e-06,2.119872566274716281e-05
2.124212421242124194e+01,2.947701770177017693e+02,1.110644326431521432e-06,2.139832978670798319e-05
2.142214221422142373e+01,2.947851785178517616e+02,1.112490620645653409e-06,2.159826575906289425e-05
2.160216021602160197e+01,2.948001800180018108e+02,1.114339795428986515e-06,2.179853409761296564e-05
2.178217821782178021e+01,2.948151815181518032e+02,1.116191854971392518e-06,2.199913532091250966e-05
2.196219621962196200e+01,2.948301830183018524e+02,1.118046803468390988e-06,2.220006994827009773e-05
2.214221422142214379e+01,2.948451845184518447e+02,1.119904645121130242e-06,2.240133849974955654e-05
2.232223222322232203e+01,2.948601860186018371e+02,1.121765384136419530e-06,2.260294149617100135e-05
2.250225022502250027e+01,2.948751875187518863e+02,1.123629024726712516e-06,2.280487945911184911e-05
2.268226822682268207e+01,2.948901890189018786e+02,1.125495571110112788e-06,2.300715291090783826e-05
2.286228622862286386e+01,2.949051905190519278e+02,1.127365027510413665e-06,2.320976237465403500e-05
2.304230423042304210e+01,2.949201920192019202e+02,1.129237398157065164e-06,2.341270837420586330e-05
2.322232223222322034e+01,2.949351935193519125e+02,1.131112687285205127e-06,2.361599143418013149e-05
2.340234023402340213e+01,2.949501950195019617e+02,1.132990899135681458e-06,2.381961207995604869e-05
2.358235823582358393e+01,2.949651965196519541e+02,1.134872037954987324e-06,2.402357083767624467e-05
2.376237623762376217e+01,2.949801980198020033e+02,1.136756107995373175e-06,2.422786823424779643e-05
2.394239423942394041e+01,2.949951995199519956e+02,1.138643113514747851e-06,2.443250479734327175e-05
2.412241224122412220e+01,2.950102010201019880e+02,1.140533058776791455e-06,2.463748105540173545e-05
2.430243024302430399e+01,2.950252025202520372e+02,1.142425948050857088e-06,2.484279753762978280e-05
2.448244824482448223e+01,2.950402040204020295e+02,1.144321785612066996e-06,2.504845477400257289e-05
2.466246624662466047e+01,2.950552055205520787e+02,1.146220575741254120e-06,2.525445329526486876e-05
2.484248424842484226e+01,2.950702070207020711e+02,1.148122322724994074e-06,2.546079363293206406e-05
2.502250225022502406e+01,2.950852085208520634e+02,1.150027030855660621e-06,2.566747631929119941e-05
2.520252025202520230e+01,2.951002100210021126e+02,1.151934704431327636e-06,2.587450188740202635e-05
2.538253825382538054e+01,2.951152115211521050e+02,1.153845347755864602e-06,2.608187087109803390e-05
2.556255625562556233e+01,2.951302130213021542e+02,1.155758965138912475e-06,2.628958380498748197e-05
2.574257425742574412e+01,2.951452145214521465e+02,1.157675560895880717e-06,2.649764122445443469e-05
2.592259225922592236e+01,2.951602160216021389e+02,1.159595139347973129e-06,2.670604366565981080e-05
2.610261026102610060e+01,2.951752175217521881e+02,1.161517704822200347e-06,2.691479166554243052e-05
2.628262826282628239e+01,2.951902190219021804e+02,1.163443261651341090e-06,2.712388576182005575e-05
2.646264626462646419e+01,2.952052205220522296e+02,1.165371814174035758e-06,2.733332649299041663e-05
2.664266426642664243e+01,2.952202220222022220e+02,1.167303366734673350e-06,2.754311439833227547e-05
2.682268226822682067e+01,2.952352235223522143e+02,1.169237923683511956e-06,2.775325001790647365e-05
2.700270027002700246e+01,2.952502250225022635e+02,1.171175489376638313e-06,2.796373389255697175e-05
2.718271827182718425e+01,2.952652265226522559e+02,1.173116068175939215e-06,2.817456656391190332e-05
2.736273627362736249e+01,2.952802280228023051e+02,1.175059664449201888e-06,2.838574857438461838e-05
2.754275427542754073e+01,2.952952295229522974e+02,1.177006282570004722e-06,2.859728046717475069e-05
2.772277227722772253e+01,2.953102310231022898e+02,1.178955926917830775e-06,2.880916278626926471e-05
2.790279027902790432e+01,2.953252325232523390e+02,1.180908601878002760e-06,2.902139607644349230e-05
2.808280828082808256e+01,2.953402340234023313e+02,1.182864311841738104e-06,2.923398088326221363e-05
2.826282628262826080e+01,2.953552355235523805e+02,1.184823061206098552e-06,2.944691775308070741e-05
2.844284428442844259e+01,2.953702370237023729e+02,1.186784854374071900e-06,2.966020723304580467e-05
2.862286228622862438e+01,2.953852385238523652e+02,1.188749695754496192e-06,2.987384987109694581e-05
2.880288028802880262e+01,2.954002400240024144e+02,1.190717589762184863e-06,3.008784621596724109e-05
2.898289828982898086e+01,2.954152415241524068e+02,1.192688540817755431e-06,3.030219681718455488e-05
2.916291629162916266e+01,2.954302430243024560e+02,1.194662553347849937e-06,3.051690222507254236e-05
2.934293429342934445e+01,2.954452445244524483e+02,1.196639631784937371e-06,3.073196299075172359e-05
2.952295229522952269e+01,2.954602460246024407e+02,1.198619780567482023e-06,3.094737966614054741e-05
2.970297029702970093e+01,2.954752475247524899e+02,1.200603004139876568e-06,3.116315280395647220e-05
2.988298829882988272e+01,2.954902490249024822e+02,1.202589306952420463e-06,3.137928295771702980e-05
3.006300630063006452e+01,2.955052505250525314e+02,1.204578693461414820e-06,3.159577068174086902e-05
3.024302430243024276e+01,2.955202520252025238e+02,1.206571168129075790e-06,3.181261653114886019e-05
3.042304230423042100e+01,2.955352535253525161e+02,1.208566735423624566e-06,3.202982106186516581e-05
3.060306030603060279e+01,2.955502550255025653e+02,1.210565399819230208e-06,3.224738483061829764e-05
3.078307830783078458e+01,2.955652565256525577e+02,1.212567165796047755e-06,3.246530839494219414e-05
3.096309630963096282e+01,2.955802580258026069e+02,1.214572037840236865e-06,3.268359231317730464e-05
3.114311431143114106e+01,2.955952595259525992e+02,1.216580020443931952e-06,3.290223714447167359e-05
3.132313231323132285e+01,2.956102610261025916e+02,1.218591118105260825e-06,3.312124344878201792e-05
3.150315031503150465e+01,2.956252625262526408e+02,1.220605335328419649e-06,3.334061178687477745e-05
3.168316831683168289e+01,2.956402640264026331e+02,1.222622676623549913e-06,3.356034272032723287e-05
3.186318631863186113e+01,2.956552655265526823e+02,1.224643146506877343e-06,3.378043681152859004e-05
3.204320432043203937e+01,2.956702670267026747e+02,1.226666749500597131e-06,3.400089462368104381e-05
3.222322232223222471e+01,2.956852685268526670e+02,1.228693490133001623e-06,3.422171672080086898e-05
3.240324032403240295e+01,2.957002700270027162e+02,1.230723372938420816e-06,3.444290366771949778e-05
3.258325832583258119e+01,2.957152715271527086e+02,1.232756402457209016e-06,3.466445603008464469e-05
3.276327632763276654e+01,2.957302730273027578e+02,1.234792583235816415e-06,3.488637437436137713e-05
3.294329432943294478e+01,2.957452745274527501e+02,1.236831919826724503e-06,3.510865926783316571e-05
3.312331233123312302e+01,2.957602760276027425e+02,1.238874416788541782e-06,3.533131127860304982e-05
3.330333033303330126e+01,2.957752775277527917e+02,1.240920078685914829e-06,3.555433097559468114e-05
3.348334833483347950e+01,2.957902790279027840e+02,1.242968910089605163e-06,3.577771892855344173e-05
3.366336633663366484e+01,2.958052805280528332e+02,1.245020915576480140e-06,3.600147570804752823e-05
3.384338433843384308e+01,2.958202820282028256e+02,1.247076099729475684e-06,3.622560188546903605e-05
3.402340234023402132e+01,2.958352835283528179e+02,1.249134467137682896e-06,3.645009803303509783e-05
3.420342034203420667e+01,2.958502850285028671e+02,1.251196022396312690e-06,3.667496472378896079e-05
3.438343834383438491e+01,2.958652865286528595e+02,1.253260770106656616e-06,3.690020253160107778e-05
3.456345634563456315e+01,2.958802880288028518e+02,1.255328714876203120e-06,3.712581203117023209e-05
3.474347434743474139e+01,2.958952895289529010e+02,1.257399861318564269e-06,3.735179379802462847e-05
3.492349234923491963e+01,2.959102910291028934e+02,1.259474214053473217e-06,3.757814840852301795e-05
3.510351035103510497e+01,2.959252925292529426e+02,1.261551777706864457e-06,3.780487643985578207e-05
3.528352835283528321e+01,2.959402940294029349e+02,1.263632556910791024e-06,3.803197847004603739e-05
3.546354635463546146e+01,2.959552955295529273e+02,1.265716556303540326e-06,3.825945507795076715e-05
3.564356435643564680e+01,2.959702970297029765e+02,1.267803780529542881e-06,3.848730684326193933e-05
3.582358235823582504e+01,2.959852985298529688e+02,1.269894234239405132e-06,3.871553434650757731e-05
3.600360036003600328e+01,2.960003000300030180e+02,1.271987922089972981e-06,3.894413816905292541e-05
3.618361836183618152e+01,2.960153015301530104e+02,1.274084848744248141e-06,3.917311889310152626e-05
3.636363636363635976e+01,2.960303030303030027e+02,1.276185018871469029e-06,3.940247710169634572e-05
3.654365436543654511e+01,2.960453045304530519e+02,1.278288437147117118e-06,3.963221337872091803e-05
3.672367236723672335e+01,2.960603060306030443e+02,1.280395108252834140e-06,3.986232830890041646e-05
3.690369036903690159e+01,2.960753075307530935e+02,1.282505036876574340e-06,4.009282247780281209e-05
3.708370837083708693e+01,2.960903090309030858e+02,1.284618227712459422e-06,4.032369647184000540e-05
3.726372637263726517e+01,2.961053105310530782e+02,1.286734685460911955e-06,4.055495087826889016e-05
3.744374437443744341e+01,2.961203120312031274e+02,1.288854414828608155e-06,4.078658628519254607e-05
3.762376237623762165e+01,2.961353135313531197e+02,1.290977420528449928e-06,4.101860328156132970e-05
3.780378037803779989e+01,2.961503150315031689e+02,1.293103707279654233e-06,4.125100245717401294e-05
3.798379837983798524e+01,2.961653165316531613e+02,1.295233279807678759e-06,4.148378440267890785e-05
3.816381638163816348e+01,2.961803180318031536e+02,1.297366142844310859e-06,4.171694970957497795e-05
3.834383438343834172e+01,2.961953195319532028e+02,1.299502301127602964e-06,4.195049897021301731e-05
3.852385238523852706e+01,2.962103210321031952e+02,1.301641759401907951e-06,4.218443277779674829e-05
3.870387038703870530e+01,2.962253225322532444e+02,1.303784522417921911e-06,4.241875172638394641e-05
3.888388838883888354e+01,2.962403240324032367e+02,1.305930594932611312e-06,4.265345641088761941e-05
3.906390639063906178e+01,2.962553255325532291e+02,1.308079981709291978e-06,4.288854742707710503e-05
3.924392439243924002e+01,2.962703270327032783e+02,1.310232687517639046e-06,4.312402537157922292e-05
3.942394239423942537e+01,2.962853285328532706e+02,1.312388717133609461e-06,4.335989084187943346e-05
3.960396039603960361e+01,2.963003300330033198e+02,1.314548075339571360e-06,4.359614443632292189e-05
3.978397839783978185e+01,2.963153315331533122e+02,1.316710766924200099e-06,4.383278675411582485e-05
3.996399639963996719e+01,2.963303330333033045e+02,1.318876796682550676e-06,4.406981839532630779e-05
4.014401440144014543e+01,2.963453345334533537e+02,1.321046169416085044e-06,4.430723996088572374e-05
4.032403240324032367e+01,2.963603360336033461e+02,1.323218889932566234e-06,4.454505205258978557e-05
4.050405040504050191e+01,2.963753375337533953e+02,1.325394963046235812e-06,4.478325527309969764e-05
4.068406840684068015e+01,2.963903390339033876e+02,1.327574393577643406e-06,4.502185022594330099e-05
4.086408640864086550e+01,2.964053405340533800e+02,1.329757186353803624e-06,4.526083751551623885e-05
4.104410441044104374e+01,2.964203420342034292e+02,1.331943346208129775e-06,4.550021774708307474e-05
4.122412241224122198e+01,2.964353435343534215e+02,1.334132877980432381e-06,4.573999152677850539e-05
4.140414041404140733e+01,2.964503450345034707e+02,1.336325786516953276e-06,4.598015946160847209e-05
4.158415841584158557e+01,2.964653465346534631e+02,1.338522076670395037e-06,4.622072215945130584e-05
4.176417641764176381e+01,2.964803480348034554e+02,1.340721753299850891e-06,4.646168022905893354e-05
4.194419441944194205e+01,2.964953495349535046e+02,1.342924821270917588e-06,4.670303428005800287e-05
4.212421242124212029e+01,2.965103510351034970e+02,1.345131285455618312e-06,4.694478492295105454e-05
4.230423042304230563e+01,2.965253525352535462e+02,1.347341150732456689e-06,4.718693276911768784e-05
4.248424842484248387e+01,2.965403540354035385e+02,1.349554421986379298e-06,4.742947843081569905e-05
4.266426642664266211e+01,2.965553555355535309e+02,1.351771104108846826e-06,4.767242252118228081e-05
4.284428442844284746e+01,2.965703570357035801e+02,1.353991201997797009e-06,4.791576565423518770e-05
4.302430243024302570e+01,2.965853585358535724e+02,1.356214720557652044e-06,4.815950844487385424e-05
4.320432043204320394e+01,2.966003600360036216e+02,1.358441664699373645e-06,4.840365150888062824e-05
4.338433843384338218e+01,2.966153615361536140e+02,1.360672039340374743e-06,4.864819546292191595e-05
4.356435643564356042e+01,2.966303630363036063e+02,1.362905849404643147e-06,4.889314092454934081e-05
4.374437443744374576e+01,2.966453645364536555e+02,1.365143099822682893e-06,4.913848851220094965e-05
4.392439243924392400e+01,2.966603660366036479e+02,1.367383795531511065e-06,4.938423884520233071e-05
4.410441044104410224e+01,2.966753675367536971e+02,1.369627941474704592e-06,4.963039254376785378e-05
4.428442844284428759e+01,2.966903690369036894e+02,1.371875542602408722e-06,4.987695022900182887e-05
4.446444644464446583e+01,2.967053705370536818e+02,1.374126603871278150e-06,5.012391252289965143e-05
4.464446444644464407e+01,2.967203720372037310e+02,1.376381130244588192e-06,5.037128004834902210e-05
4.482448244824482231e+01,2.967353735373537233e+02,1.378639126692178458e-06,5.061905342913112572e-05
4.500450045004500055e+01,2.967503750375037725e+02,1.380900598190439724e-06,5.086723328992179689e-05
4.518451845184518589e+01,2.967653765376537649e+02,1.383165549722379996e-06,5.111582025629271938e-05
4.536453645364536413e+01,2.967803780378037573e+02,1.385433986277603553e-06,5.136481495471258483e-05
4.554455445544554237e+01,2.967953795379538064e+02,1.387705912852339103e-06,5.161421801254833283e-05
4.572457245724572772e+01,2.968103810381037988e+02,1.389981334449368215e-06,5.186403005806630967e-05
4.590459045904590596e+01,2.968253825382538480e+02,1.392260256078191759e-06,5.211425172043342705e-05
4.608460846084608420e+01,2.968403840384038403e+02,1.394542682754840379e-06,5.236488362971842929e-05
4.626462646264626244e+01,2.968553855385538327e+02,1.396828619502058942e-06,5.261592641689301814e-05
4.644464446444644068e+01,2.968703870387038819e+02,1.399118071349218014e-06,5.286738071383307929e-05
4.662466246624662602e+01,2.968853885388538743e+02,1.401411043332319796e-06,5.311924715331989538e-05
4.680468046804680426e+01,2.969003900390039234e+02,1.403707540494057415e-06,5.337152636904128432e-05
4.698469846984698250e+01,2.969153915391539158e+02,1.406007567883781886e-06,5.362421899559286653e-05
4.716471647164716785e+01,2.969303930393039082e+02,1.408311130557530492e-06,5.387732566847924396e-05
4.734473447344734609e+01,2.969453945394539573e+02,1.410618233578026570e-06,5.413084702411515887e-05
4.752475247524752433e+01,2.969603960396039497e+02,1.412928882014692853e-06,5.438478369982677451e-05
4.770477047704770257e+01,2.969753975397539989e+02,1.415243080943635799e-06,5.463913633385282032e-05
4.788478847884788081e+01,2.969903990399039913e+02,1.417560835447689001e-06,5.489390556534581845e-05
4.806480648064806616e+01,2.970054005400539836e+02,1.419882150616413189e-06,5.514909203437331022e-05
4.824482448244824440e+01,2.970204020402040328e+02,1.422207031546094533e-06,5.540469638191901494e-05
4.842484248424842264e+01,2.970354035403540252e+02,1.424535483339721353e-06,5.566071924988410375e-05
4.860486048604860798e+01,2.970504050405040743e+02,1.426867511107093594e-06,5.591716128108837876e-05
4.878487848784878622e+01,2.970654065406540667e+02,1.429203119964670363e-06,5.617402311927147243e-05
4.896489648964896446e+01,2.970804080408040591e+02,1.431542315035767924e-06,5.643130540909409439e-05
4.914491449144914270e+01,2.970954095409541083e+02,1.433885101450408923e-06,5.668900879613923764e-05
4.932493249324932094e+01,2.971104110411041006e+02,1.436231484345408998e-06,5.694713392691338468e-05
4.950495049504950629e+01,2.971254125412541498e+02,1.438581468864385886e-06,5.720568144884776118e-05
4.968496849684968453e+01,2.971404140414041422e+02,1.440935060157716858e-06,5.746465201029949467e-05
4.986498649864986277e+01,2.971554155415541345e+02,1.443292263382598647e-06,5.772404626055290883e-05
5.004500450045004811e+01,2.971704170417041837e+02,1.445653083703043002e-06,5.798386484982070933e-05
5.022502250225022635e+01,2.971854185418541761e+02,1.448017526289877535e-06,5.824410842924519679e-05
5.040504050405040459e+01,2.972004200420042253e+02,1.450385596320741696e-06,5.850477765089954070e-05
5.058505850585058283e+01,2.972154215421542176e+02,1.452757298980116632e-06,5.876587316778895850e-05
5.076507650765076107e+01,2.972304230423042100e+02,1.455132639459321799e-06,5.902739563385198275e-05
5.094509450945094642e+01,2.972454245424542592e+02,1.457511622956556253e-06,5.928934570396168086e-05
5.112511251125112466e+01,2.972604260426042515e+02,1.459894254676822422e-06,5.955172403392685444e-05
5.130513051305130290e+01,2.972754275427543007e+02,1.462280539832058661e-06,5.981453128049333363e-05
5.148514851485148824e+01,2.972904290429042931e+02,1.464670483641003728e-06,6.007776810134519681e-05
5.166516651665166648e+01,2.973054305430542854e+02,1.467064091329317913e-06,6.034143515510594964e-05
5.184518451845184472e+01,2.973204320432043346e+02,1.469461368129591717e-06,6.060553310133984646e-05
5.202520252025202296e+01,2.973354335433543270e+02,1.471862319281240185e-06,6.087006260055308969e-05
